上个	2306
上个世纪	1051
上个月	1638
上也	1606
上了	5350
上交	1222
上任	1406
上传	6768
上写	1005
上前	1647
上千	1282
上升	7755
上午	11182
上半场	1168
上半年	3342
上去	9153
上台	1645
上司	1671
上周	4104
上回	1074
上图	3008
上场	1733
上天	1959
上学	4775
上官	1191
上层	1377
上山	1385
上岗	1292
上市	10776
上市公司	5084
上帝	4762
上年	1233
上床	2079
上当	1595
上手	1265
上扬	1784
上报	2633
上攻	1083
上方	2035
上映	1962
上月	1355
上有	3553
上来	9764
上架	1160
上楼	1173
上榜	1155
上次	16325
上汽	1066
上海	47580
上海人	1541
上海大众	1117
上海市	3926
上海滩	1022
上涨	8324
上游	1723
上演	2495
上火	1407
上班	22685
上班族	1156
上瘾	1197
上百	1232
上的	18464
上看	2522
上空	1391
上级	3025
上线	5933
上缴	1009
上网	16786
上行	1547
上街	1457
上衣	1474
上讲	1354
上访	1349
上证	1286
上证指数	1137
上诉	1465
上说	1667
上课	7273
上调	2032
上路	1681
上身	1248
上车	2031
上边	1358
上过	1357
上还	1125
上进	1110
上述	8116
上部	1141
上都	1428
上门	3158
上阵	1183
上限	1989
上面	20619
上马	1109
下	164421
下一	1782
下一代	1652
下一次	1284
下一步	3080
下一篇	1189
下一页	1392
下个	3170
下个月	1912
下乡	1228
下了	5294
下令	1291
下列	2935
下午	27667
下半场	1239
下半年	2773
下半身	1002
下单	1424
下去	12450
下发	2102
下台	1135
下周	6579
下周一	1313
下回	1211
下图	1236
下场	1675
下垂	1002
下定决心	1048
下层	1005
下属	2529
下山	1362
下岗	1595
下巴	1614
下意识	1141
下手	1863
下拉	1160
下挫	1067
下文	1266
下方	1852
下旬	1358
下月	1388
下来	21204
下棋	1076
下楼	1651
下次	11831
下水	1242
下水道	1040
下流	1162
下游	1627
下滑	2516
下班	11581
下的	2681
下级	1198
下线	2605
下肢	1027
下落	1135
下行	1364
下课	1765
下调	1936
下跌	5576
下身	1089
下车	2684
下载	28268
下载地址	1392
下辈子	1131
下边	1220
下达	1666
下部	1244
下降	9209
下雨	4531
下雪	1207
下面	17464
不	590801
不一	1226
不上	4032
不下	2005
不为	1269
不久	5597
不久前	1357
不乏	1580
不乖	12970
不买	2500
不了	10841
不予	1629
不争	1034
不仅	16220
不仅仅	3979
不以为然	1060
不休	1058
不会	69592
不会出现	1259
不会吧	2800
不会忘记	1069
不但	5874
不低	1046
不住	4245
不作	1338
不佳	1692
不便	2138
不俗	1260
不保证	1044
不信	3967
不倒	1052
不值	1214
不做	3981
不停	5086
不停的	1937
不像	4968
不光	1805
不免	1445
不全	1456
不公	1178
不关	1129
不再	13213
不写	1170
不准	2298
不减	1042
不凡	1125
不出	5225
不分	1858
不利	2589
不到	18149
不力	1045
不加	1661
不动	3122
不动产	1145
不卖	1550
不去	9118
不及	1966
不发	1274
不受	2555
不变	2946
不变的	1307
不只	1292
不叫	1834
不可	9076
不可思议	1841
不可或缺	1206
不可缺少	1061
不可能的	1113
不可避免	1678
不吃	2943
不合	1741
不同	38439
不同程度	1563
不同类型	1078
不含	1607
不听	1620
不和	1085
不哭	1287
不善	1089
不喝	1242
不回	2377
不在	8569
不在乎	2064
不在线	1038
不坏	1036
不堪	1898
不多	8220
不够	13867
不大	8287
不太	9554
不太好	2258
不失	1375
不好	31391
不好意思	9506
不好用	1063
不如	11804
不如说	1026
不妥	1322
不妨	3131
不孕	1034
不安	2374
不完	1880
不定	2054
不宜	2655
不容	1464
不对	7169
不对劲	1086
不小	1977
不小的	1580
不少	19545
不少人	1945
不就	2396
不尽	1741
不屑	1729
不差	1216
不已	2216
不带	2262
不干	1848
不平	1260
不幸	4244
不应	2076
不开	2556
不强	1363
不当	2280
不得	10671
不得不	6399
不得已	1129
不必	5247
不忍	1352
不忘	1555
不忙	1964
不快	1420
不快乐	1068
不怎么样	1307
不怕	5901
不急	2683
不惜	1984
不想	17711
不愁	1029
不感兴趣	1122
不愧	1444
不愿	4134
不慎	1221
不懂	9451
不懈	1163
不成	3363
不打	2124
不把	1232
不换	1042
不掉	1743
不接	1297
不提	1382
不搞	1120
不收	1260
不改	1308
不放	1604
不敌	1090
不敢	11831
不敢相信	1124
不料	1278
不断	19951
不断发展	1113
不断增加	1174
不断完善	1136
不断扩大	1142
不断提高	1930
不早	1063
不时	1800
不明	2045
不易	2496
不是	174223
不是一个	2190
不是你	1569
不是吗	1118
不是很	3072
不是很好	1423
不是我	2244
不是说	2478
不显示	1033
不曾	1909
不服	1674
不朽	1052
不来	3701
不止	3469
不死	2025
不比	1356
不求	1233
不法	1129
不涨	1073
不清	2241
不满	3914
不热	1039
不然	12776
不熟	1405
不爱	2410
不爽	3810
不玩	2104
不理	2295
不理我	1485
不甘	1117
不甚	1054
不用	31334
不用担心	1411
不由	1606
不由得	1393
不由自主	1252
不畅	1029
不留	1259
不看	3427
不着	1738
不睡	1291
不睡觉	1038
不知	13482
不知不觉	2045
不知所措	1264
不确定性	1274
不禁	2823
不离	1049
不稳	1309
不穿	1180
不符	1459
不等	1541
不算	5984
不管	14811
不累	1281
不约而同	1094
不经意	1417
不经意间	1054
不给	3458
不缺	1138
不老	1011
不耐烦	1289
不肯	3460
不胜	1290
不能	81563
不能使用	1061
不能做	1032
不能接受	1107
不能用	2010
不至于	2453
不舍	1262
不良	3045
不良反应	1040
不菲	1116
不行	24505
不被	1638
不要	66321
不要以为	1132
不要去	1236
不要太	1441
不要用	1218
不要紧	1839
不要脸	1362
不要钱	1174
不见	6007
不见得	1574
不规则	1021
不觉	1316
不解	1700
不言	1041
不计	1256
不认	1048
不让	4541
不记得	2293
不讲	1223
不许	2955
不论	3269
不论是	1551
不该	3077
不详	1166
不语	1101
不说	7397
不谈	1425
不象	1433
不负	1104
不负责任	1440
不败	1112
不贵	1661
不走	1733
不起	3734
不起眼	1051
不足	9071
不跟	1245
不过	104355
不进	1267
不远	2572
不远处	1197
不适	2011
不通	2255
不配	1140
不锈钢	2004
不错	47595
不错啊	1496
不长	1519
不问	1261
不限	1629
不难	2505
不雅	1056
不需	1819
不顺	1140
不顾	2676
不顾一切	1046
不饿	1027
不高	3995
与	203964
与之	1950
与人	1479
与他	1721
与众不同	1604
与会	1308
与你	1561
与其	2948
与其说	1079
与否	1871
与她	1124
与您	1098
与我	1352
与时俱进	1310
与此	1235
与此同时	1591
丑	3391
丑女	1034
丑恶	1048
丑闻	1302
丑陋	1493
专	3509
专一	1223
专业	25706
专业人员	1179
专业人士	1389
专业化	1651
专业性	1108
专业技术	1095
专业版	1020
专业生产	1127
专业知识	1338
专业课	1148
专为	1276
专人	1433
专利	3299
专制	1379
专区	2209
专卖	1664
专卖店	2004
专员	1324
专场	1217
专家	14533
专家学者	1142
专家组	1154
专家认为	1046
专属	1136
专心	1995
专柜	1435
专栏	1905
专注	2064
专用	6793
专科	1878
专程	1238
专线	1390
专职	1674
专访	1847
专辑	5635
专长	1052
专门	10961
专项	2968
专项整治	1108
专项资金	1078
专题	4395
且	13038
世	4115
世上	2388
世事	1191
世人	2116
世代	1064
世俗	1598
世博	1000
世博会	1036
世家	1219
世界	31747
世界上最	1901
世界冠军	1018
世界各国	1419
世界各地	1682
世界杯	3783
世界第一	1201
世界级	1209
世界经济	1243
世界观	1138
世界里	1631
世纪	7459
世道	1257
世锦赛	1378
世间	2175
丘	1458
丙	1420
业	6408
业主	5395
业余	1966
业内	2190
业内人士	1895
业务	25851
业务员	1840
业务流程	1020
业界	2642
业绩	6044
丛	1297
丛书	1263
丛林	1263
东	9642
东东	4469
东亚	1766
东京	2667
东侧	1017
东北	4552
东北人	1127
东区	1098
东南	2021
东南亚	1818
东城	1097
东山	1109
东方	5485
东海	1694
东湖	1070
东盟	1507
东航	1172
东芝	1519
东莞	3438
东莞市	1319
东西	77909
东路	1550
东边	1139
东部	2231
东门	1300
东风	2068
丝	3369
丝丝	1124
丝毫	2393
丝毫没有	1068
丝绸	1416
丝袜	1467
丢	6453
丢下	1054
丢了	2339
丢人	1752
丢失	2785
丢弃	1118
丢掉	1333
丢脸	1321
两	17606
两万	1321
两三	1551
两下	1206
两个	40295
两个人	6163
两个字	1778
两个孩子	1001
两个方面	1196
两个月	3080
两人	8651
两件	1509
两份	1298
两会	1310
两位	4660
两侧	2056
两倍	1246
两分钟	1047
两千	1462
两厢	1119
两句	2261
两只	2849
两台	1628
两名	2784
两周	1935
两国	3414
两地	1773
两场	1298
两块	1760
两大	3025
两天	7986
两头	1267
两套	1353
两家	2906
两小时	1030
两层	1188
两岁	1056
两岸	2840
两市	1618
两年	7460
两年前	1374
两张	2729
两性	1149
两手	1362
两支	1080
两方面	1351
两旁	1138
两本	1082
两条	3043
两样	1329
两根	1182
两次	6701
两款	1826
两步	1044
两点	2344
两百	1272
两眼	1305
两种	6213
两端	1178
两篇	1082
两类	1358
两级	1253
两组	1212
两者	3322
两边	2513
两道	1032
两部	1567
两部分	1152
两队	1218
两面	1225
两项	1673
两颗	1211
严	3212
严厉	1952
严密	1478
严峻	1869
严格	7090
严格执行	1207
严格按照	1244
严格控制	1045
严禁	2002
严肃	3095
严谨	1833
严重	16357
严重影响	1309
丧	1137
丧失	2531
个	246257
个个	2374
个人	32973
个人主页	1059
个人信息	1209
个人意见	1274
个人空间	1496
个人网站	1036
个人观点	2057
个人认为	1592
个人资料	1518
个体	2945
个别	3436
个大	1474
个头	1362
个女人	1065
个子	1431
个字	1440
个性	6586
个性化	2182
个数	1349
个月	7408
个案	1190
个税	1011
个股	3578
丫	6079
丫丫	1205
丫头	3476
中	243870
中专	1450
中世纪	1005
中东	1609
中也	1169
中了	1028
中亚	1065
中介	3007
中介机构	1107
中俄	1226
中信	2119
中信证券	1023
中共	4110
中共中央	1590
中关村	2591
中兴	1795
中医	3819
中医药	1426
中午	12634
中华	6172
中华民族	2451
中南	1186
中南海	1007
中原	2037
中去	1497
中国	107458
中国人	10066
中国人寿	1055
中国人民	2154
中国企业	2016
中国传统	1228
中国内地	1161
中国区	1147
中国古代	1349
中国国际	1256
中国大陆	1886
中国市场	2287
中国政府	2361
中国教育	1046
中国文化	1513
中国最大	1031
中国特色	2506
中国电信	1551
中国电影	1201
中国石化	1090
中国石油	1298
中国社会	1243
中国移动	2014
中国第一	1269
中国经济	2401
中国联通	1368
中国股市	1715
中国足协	1045
中国足球	1616
中国银行	1602
中国队	2743
中国驻	1059
中场	1960
中型	1136
中外	1782
中大	1230
中天	1100
中央	8742
中央政府	1259
中奖	1841
中学	5567
中学生	1571
中将	1128
中小	1937
中小企业	3271
中小型	1027
中小学	1633
中小学生	1206
中小板	1044
中层	1117
中山	2568
中山大学	1070
中山市	1067
中年	1502
中年人	1082
中式	1073
中心	19832
中心主任	1150
中性	1409
中意	2014
中报	1064
中指	1040
中文	10269
中文版	1934
中文系	1019
中文网	1045
中断	2550
中新社	1225
中方	1882
中日	1627
中旬	1364
中暑	1022
中最	2168
中有	3662
中期	2391
中来	1012
中枢	1002
中标	1661
中欧	1074
中止	1318
中毒	3288
中海	1239
中的	29595
中石化	1544
中秋	2922
中秋节	1509
中科院	1537
中移动	1041
中立	1275
中等	1667
中级	1748
中线	1371
中美	2012
中考	1496
中英	1043
中英文	1118
中草药	1177
中药	3182
中行	1593
中西	1128
中超	1433
中路	1736
中转	1135
中途	1744
中部	1729
中铁	1241
中铝	1002
中锋	1204
中长期	1134
中间	9632
中队	1235
中韩	1031
中餐	1060
中饭	1055
丰	2403
丰厚	1627
丰台	1078
丰富	10233
丰富多彩	1320
丰收	1297
丰满	1694
丰田	1760
丰盛	1031
丰胸	1102
串	2189
串口	1354
串联	1003
临	2660
临床	3937
临床研究	1005
临时	5702
临沂	1144
临走	1118
临近	1842
丸	1817
丸子	1114
丹	3242
丹丹	1081
丹麦	1384
为	211329
为中心的	1130
为主	8039
为之	2260
为了	43953
为人	2374
为什么	51755
为他	2264
为何	6266
为你	3448
为例	2369
为其	2120
为准	1847
为名	1009
为啥	7169
为基础的	1074
为她	1657
为好	1052
为宜	1065
为您	2803
为您提供	1395
为我	1784
为期	1557
为本	1280
为止	3361
为此	3277
为民	1211
为爱	1082
为生	1014
为由	1397
为空	1072
为荣	1074
为难	1707
为零	1108
为首	1478
主	11740
主业	1182
主义	3195
主义者	1070
主人	4577
主人公	1748
主任	8473
主体	5060
主力	5130
主办	2490
主办方	1472
主动	9230
主动性	1047
主唱	1057
主场	2604
主妇	1043
主子	1136
主宰	1211
主导	2526
主帅	1487
主席	6251
主张	3201
主意	2626
主打	1459
主持	4689
主持人	4399
主播	1039
主教练	1713
主旋律	1075
主机	5389
主权	1430
主板	5861
主流	4840
主演	2421
主管	4610
主管部门	3183
主线	1500
主编	2057
主营	1318
主营业务	1134
主要	47767
主要任务	1038
主要内容	1486
主要包括	1280
主要原因	2240
主要用于	1233
主要表现	1138
主要问题	1036
主要领导	1097
主观	2210
主角	3438
主队	1016
主页	3296
主题	10181
主题曲	1576
丽	4237
丽丽	1105
丽水	1020
丽江	1845
举	2981
举个	1033
举例	1442
举办	6996
举动	2086
举手	1265
举报	5257
举报电话	2802
举措	2192
举止	1122
举着	1006
举行	10477
举起	1517
乃	4485
乃是	1353
乃至	3007
久	8974
久久	1388
久远	1042
久违	1256
么	104045
么么	1921
义	3385
义乌	1422
义务	4272
义务教育	1307
义工	1148
之	50505
之一	14782
之上	2980
之下	4453
之中	7560
之举	1167
之久	1289
之乡	1016
之争	1530
之事	1770
之二	1206
之人	2293
之余	1912
之作	1573
之内	3306
之分	1361
之列	1117
之初	1543
之前	27321
之力	1389
之势	1425
之名	1158
之后	38622
之地	1911
之城	1048
之声	1285
之处	4258
之外	7565
之多	1285
之夜	1293
之大	1497
之子	1351
之家	1880
之心	2095
之恋	1108
之情	1871
之意	1443
之感	1123
之战	1528
之所	1190
之所以	4663
之手	1435
之旅	2302
之日	1309
之日起	1652
之时	2789
之星	1425
之最	1020
之极	1058
之歌	1120
之死	1047
之气	1232
之父	1015
之物	1137
之王	1469
之用	1201
之神	1084
之称	1147
之窗	1079
之类	8513
之美	1394
之苦	1040
之行	1562
之谜	1136
之路	2901
之道	2036
之门	1188
之间	25435
之际	2736
之风	1222
之首	1167
乌	2180
乌云	1066
乌克兰	1376
乌鲁木齐	1583
乌鸦	1683
乌龟	1744
乍	1145
乎	2093
乏	1065
乏力	1066
乏味	1150
乐	7822
乐乐	1606
乐于	1195
乐器	1642
乐团	1241
乐园	1760
乐坛	1270
乐山	1110
乐意	1799
乐曲	1138
乐观	3360
乐趣	3610
乐队	2976
乒乓	1130
乒乓球	1462
乔	2729
乔丹	1290
乔治	1069
乖	19261
乖乖	3587
乘	3231
乘坐	1951
乘客	2637
乘机	1074
乘车	1439
乙	2457
乙方	2414
乙烯	1141
乙肝	1448
乙醇	1055
乜	3053
九	6115
九个	1149
九十	1049
九十年代	1062
九城	1019
九天	1104
九寨沟	1227
九州	1137
九年	1146
九成	1095
九月	1799
九江	1292
九点	1405
九龙	1181
乞丐	1604
乞讨	1058
也	404779
也不	20076
也不例外	1164
也不可能	1541
也不愿	1000
也不知道	4053
也为	1634
也从	1078
也会	11478
也会有	1473
也使	1201
也别	1163
也去	1236
也只	1233
也叫	1362
也可	3364
也在	5695
也多	1071
也太	1577
也好	5390
也对	1372
也将	3479
也就	12183
也就是说	3116
也已	1282
也应	1249
也很	5405
也得	2725
也快	1109
也想	2085
也挺	1325
也无	1074
也是	63227
也是一种	1782
也曾	1976
也有	20058
也来	1180
也正	1136
也比	1438
也没	8797
也算	2933
也给	1558
也罢	1560
也能	6001
也行	3429
也被	2607
也要	11354
也让	1712
也许	22426
也该	1326
也说	1322
也还	1012
也都	2565
也都是	1234
习	1425
习俗	1365
习惯	13944
习惯性	1235
习题	1083
乡	4861
乡下	1738
乡亲	1115
乡村	2506
乡镇	3172
乡镇企业	1021
书	20065
书上	1383
书中	2151
书信	1013
书写	1925
书包	1353
书名	1138
书店	2458
书房	1460
书本	1383
书架	1261
书法	1907
书生	1401
书画	1375
书目	1084
书签	1339
书籍	3028
书记	3836
书评	1076
书院	1072
书面	2486
买	101135
买下	1364
买不到	1546
买不起	1687
买东西	1708
买个	3471
买书	1163
买了	10495
买什么	1116
买入	3289
买到	2829
买单	1659
买卖	3410
买好	1105
买家	2970
买房	3027
买房子	1354
买方	1290
买来	1685
买点	1841
买的	5021
买票	1555
买菜	1529
买衣服	1072
买车	2013
买过	1548
买进	1810
乱	13475
乱七八糟	2292
乱世	1075
乱了	1105
乱伦	1059
乱码	1762
乱说	1338
乳	1882
乳头	1348
乳房	2368
乳液	1102
乳腺	1059
乳腺癌	1175
乾坤	1132
乾隆	1225
了	1512483
了一	3100
了一场	1687
了不起	1670
了吗	6010
了新的	2230
了解	31868
了解一下	1175
予	1900
予以	4055
争	3411
争取	7373
争吵	1537
争夺	2292
争执	1397
争斗	1046
争气	1198
争相	1091
争端	1042
争议	3326
争论	2597
争霸	1235
事	39845
事业	9654
事业单位	1943
事业发展	1198
事业部	1424
事事	1195
事件	13890
事件发生	1049
事例	1200
事儿	2948
事先	2932
事关	1074
事前	1125
事务	3624
事务所	1414
事发	1418
事后	2213
事宜	2769
事实	12415
事实证明	1038
事态	1093
事情	51952
事故	4589
事物	4195
事迹	1415
事都	1316
事项	3353
二	21289
二三	1160
二个	1497
二中	1053
二人	3016
二代	1138
二位	1174
二元	1073
二十	4079
二十一	1038
二十三	1013
二十世纪	1019
二十二	1062
二十五	1191
二十八	1067
二十四	1164
二十多	1286
二号	1255
二哥	1158
二天	1027
二奶	1290
二字	1255
二季度	1066
二层	1204
二年	1584
二战	1547
二手	2913
二手房	1871
二手车	1405
二是	6453
二月	1293
二期	2169
二来	1017
二楼	1981
二次	2488
二氧化碳	1233
二百	1390
二等奖	1164
二级	2636
二级市场	1255
二线	1243
二维	1050
二者	1827
二进制	1032
于	73580
于丹	1039
于是	14988
于此	1641
亏	5763
亏损	3261
亏本	1051
云	8018
云云	1012
云南	4507
云南省	1582
云集	1225
互	2008
互利	1036
互动	3894
互助	1290
互换	1077
互相	6217
互联	1615
互联网	9416
互补	1263
互通	1122
五	13802
五一	5313
五个	2930
五位	1006
五六	1543
五分钟	1240
五十	2191
五千	1533
五四	1000
五大	2095
五天	1225
五官	1207
五年	3612
五彩	1008
五星	1187
五月	2238
五月天	1202
五次	1059
五点	1294
五百	1696
五种	1189
五笔	1284
五粮液	1207
五行	1293
五金	1354
五项	1020
井	2864
亚	5009
亚于	1026
亚军	1286
亚太	1411
亚洲	5823
亚洲杯	1057
亚运会	1104
些	22871
些什么	2836
些许	1448
亡	1500
亡灵	1373
交	15564
交互	1810
交付	1822
交代	2333
交出	1015
交到	1103
交割	1011
交叉	2150
交友	2048
交大	1731
交往	3500
交待	1412
交房	1050
交换	4396
交换机	2524
交接	1753
交易	14457
交易市场	1045
交易所	1698
交易日	1742
交易量	1112
交替	1310
交朋友	1100
交流	14810
交流平台	3044
交涉	1152
交界	1009
交纳	1540
交织	1187
交给	4356
交行	1216
交警	2042
交谈	2032
交货	1434
交费	1069
交通	7602
交通事故	1365
交通局	1001
交通工具	1120
交通运输	1132
交通部	1031
交通银行	1120
交钱	1508
交锋	1129
交错	1149
交际	1288
亦	6363
亦可	1231
亦是	1193
亦有	1192
产	3493
产业	10342
产业化	1871
产业发展	1649
产业结构	1302
产业链	1922
产值	1443
产出	1311
产后	1272
产品	52412
产品价格	1263
产品开发	1008
产品线	1287
产品设计	1001
产品质量	1891
产地	1423
产妇	1096
产权	2396
产物	1964
产生	20834
产能	2033
产量	3780
产销	1089
亨	1175
亨利	1413
亩	2028
享	1385
享受	11682
享有	2520
享用	1270
京	3214
京东	1072
京剧	1296
京城	2101
京都	1035
亭	2147
亮	5238
亮丽	1222
亮亮	1078
亮度	1561
亮点	2951
亮相	3084
亲	7671
亲临	1049
亲亲	3079
亲人	2787
亲切	2623
亲友	1416
亲吻	1432
亲和力	1010
亲子	1030
亲密	1951
亲属	1471
亲情	1992
亲戚	3437
亲手	1528
亲朋好友	1059
亲热	1232
亲爱	4358
亲王	1000
亲生	1031
亲眼	1238
亲自	4462
亲身	1279
亲近	1522
人	250956
人不	1480
人与人	1467
人世	1148
人世间	1033
人为	2144
人之	1227
人也	1694
人事	3355
人事局	1172
人事部	1134
人人	3222
人们	23489
人会	1248
人体	5859
人像	1104
人力	2553
人力资源	2287
人去	1309
人参	1175
人口	6302
人名	1102
人吗	1049
人员	24068
人呢	2579
人命	1019
人和	1059
人品	2515
人啊	1477
人在	3335
人均	2637
人士	8504
人多	2546
人大	2393
人大代表	1688
人头	1135
人妖	1413
人家	26381
人对	1219
人寿	1204
人少	1259
人就	1217
人工	3337
人影	1153
人心	2262
人性	3370
人性化	1794
人情	1485
人所	1138
人手	1425
人才	9360
人才培养	1209
人才市场	1208
人才网	1132
人数	5638
人文	2189
人是	1375
人有	1130
人权	2130
人来	1619
人来说	1671
人格	2606
人次	1125
人死亡	1104
人民	12488
人民医院	1350
人民币	7248
人民政府	3480
人民日报	1087
人民法院	1969
人民网	1455
人民群众	2686
人民银行	1009
人气	4462
人流	1467
人渣	1075
人物	10500
人生	13667
人生观	1044
人的	10234
人看	1005
人知道	1250
人称	1066
人类	10517
人类社会	1175
人缘	1043
人群	5431
人肉	1001
人能	1510
人脉	1137
人要	1210
人说	2439
人质	1219
人身	1328
人身上	1003
人选	1966
人造	1199
人道	1097
人都	4365
人都知道	1404
人间	3228
人际	1207
人际关系	1507
人马	1178
亿	9467
亿万	1238
亿元	4477
亿美	1136
什	1847
什么	295927
什么东西	2517
什么事情	1883
什么人	1728
什么关系	1343
什么原因	1544
什么叫	2234
什么呢	2979
什么啊	1346
什么地方	1943
什么好	2092
什么意思	3309
